token,category_token,nbr_annotations,first_annotation_token,last_annotation_token
932bae8cbd83400d87a42ec74f1a7c20,85abebdccd4d46c7be428af5a6173947,25,fe3a4a9fe645460b815d95e4c0d71392,4acf1875b52d4a09b6f98aff23532386
91b65783daac459aa0bc1abb4887afe7,653f7efbb9514ce7b81d44070d6208c1,35,15a3b4d60b514db5a3468e2aef72a90c,92f8a713a65a446cb8bbcf678a076261
0f74df020bba4f88a1a3276bb3781772,653f7efbb9514ce7b81d44070d6208c1,8,c2fc09130a1d43a4a04a29a48fdebe2c,44d5de67b97e4972b6546d37bc789691
06b2c1a728c54165838673a743dc5017,dfd26f200ade4d24b540184e16050022,1,12dbd66c80ab4335ba0c97f7b4839952,12dbd66c80ab4335ba0c97f7b4839952
808a988e37a64f3c9d7961826acd1e7e,653f7efbb9514ce7b81d44070d6208c1,36,18cc2837f2b9457c80af0761a0b83ccc,c66f5c385bcf43aab84528bbc7139dd1
84799f3c32664fa9a10814c38d78a035,653f7efbb9514ce7b81d44070d6208c1,15,320efaf1f3914241a3d682c242f408d2,4eff5ea4aaec4d9eb3c3e4699cf04b5c
a3d0b60656064b6397942ee9c81d47a2,653f7efbb9514ce7b81d44070d6208c1,35,57049585268e4e369ee01a36ed9af1eb,6eabb562482247f89adbb117887e06a4
2dcbeb1537fa434b9352fd993c189d1e,85abebdccd4d46c7be428af5a6173947,11,0bd1e941c53b407fbacbfbd98cfc8c6e,d51c43ec9a5046d8bbcc1d4904b54923
4b77b9d062f547a5a3cfe21ac661ea9a,6021b5187b924d64be64a702e5570edf,37,3d79d7c4d2734de09299dd8abeab0ad3,e9753f832c3b44b19c29dc249b033a2e
a017fe4e9c3d445784aae034b1322006,fd69059b62a3469fbaef25340c0eab7f,19,59e05c3569054c7fbe6b50d134560f76,b26db8352b6541d58ffe241e519bb4f1
7f0a02fbc45b452994b0740a9bcdbe30,653f7efbb9514ce7b81d44070d6208c1,21,6b55b86f70994ed68f835eefe5c8f9b7,59923848e81c46c1aa37f9e08826edd8
5ae085634a294735ada287659b488378,653f7efbb9514ce7b81d44070d6208c1,25,2bfcc693ae9946daba1d9f2724478fd4,a10505809d884cedb7519aa041ccaea6
a0049f95375044b8987fbcca8fda1e2b,fd69059b62a3469fbaef25340c0eab7f,35,c620d21632554274905bd6bf66827166,e29687c403594718bfdbff75bc94e1a3
7c4628422a28400fab9f243d55d5d952,653f7efbb9514ce7b81d44070d6208c1,9,b957e8d57a9446c68242d51147d4166f,a8fe2a42614d4983a5ab5a6b262a6706
61dd7d03d7ad466d89f901ed64e2c0dd,fd69059b62a3469fbaef25340c0eab7f,36,04b0d9bec8c04b19abbe76dc0c67a7ab,c2271c8d8bcd43cb8ac55bc3d65f1e41
26d807159cd749e89ee6624b5e4f835f,85abebdccd4d46c7be428af5a6173947,27,98cdc61b6b1e4e95a8dde47edd0bb248,672e42b960e34ea29111fdc0246cf49a
e59d97d4403a48b88fbb6a58fc9959e6,1fa93b757fc74fb197cdd60001ad8abf,33,7c48e07ad64143ba9ec66438765fd14f,58f9b9c6d1324aaebef4c277c1c28493
4e5e612885cd4b4289126c391d894d28,653f7efbb9514ce7b81d44070d6208c1,35,3da42745b2de47b8bfab9f1f60d5dcec,823df78405ee49649f001186e6592db9
61f996df55ba4365a8053290c9feffcc,653f7efbb9514ce7b81d44070d6208c1,15,99f1a004b89d4d129be1aa441f706c84,772e0fe0f24543789c32d4c7ebeebf66
2821600496bf4ea78be75ffa2bf3f210,85abebdccd4d46c7be428af5a6173947,14,2fff620ba69244b7b0a7654a4c8fb6c4,8a86e0fa1cb64520b4ad041f4ccafd2d
acc1b985c3b746cdbb22fc59bb41b774,909f1237d34a49d6bdd27c2fe4581d79,28,a3fbf4daaec74b7d8c0b3b9a45ce6a2c,f9bcc32a765545ce994367d32b95beca
d070bc3e0e6845e09884dbeea8a9e7d0,85abebdccd4d46c7be428af5a6173947,2,7d99ab864a474c2287558ecbdb44d616,0cc5ac1e87de45aab6c29e72f5130548
be001ed5da3e4eacadd3784ff00d9b3d,85abebdccd4d46c7be428af5a6173947,26,cd8482a2816a4e7bab555340da93932a,9625e01c8fd94851ba2cadd468165e77
db5d2c1232154b5f83270c510d227720,653f7efbb9514ce7b81d44070d6208c1,30,d0e1c1dc8d1f48dc81d69ddc2a936fa0,30de3f0a4e6c4b3cac8618b9c2d4db5f
daa2c79186574e7e9afbb180c73daa1f,653f7efbb9514ce7b81d44070d6208c1,16,574e073fdfb34bda812ee909b9ec55cc,2445016a72ee4103b6889a8ceea9d45c
e3b29de7fe024c31b1e139a431c3c508,1fa93b757fc74fb197cdd60001ad8abf,19,98cd3cd2b2364a69a3ae3570a0406849,259c930e1a104c2dbcc7a58fd816be24
ec44266b83264542b4437d1e9c89197c,85abebdccd4d46c7be428af5a6173947,16,f1f5f19799f34253b93a9dc0b17f6056,f7817b00fe8849dea7d8c9fe5e49b8fc
d76647cebfc04503905d477d62edbb7c,85abebdccd4d46c7be428af5a6173947,18,187a722b4fc14565ad8770195f94f880,8ae9fdfc2db94390b72e8742bac13390
f8fe56a047cd40adb42c7d67d26af28d,653f7efbb9514ce7b81d44070d6208c1,33,12083c079a5e4bb89c7e4177030c5b3f,cf92753e8df44c48b2b3d3b006b0dcb0
f701357e9a3d43f485bdb25cdb643318,85abebdccd4d46c7be428af5a6173947,21,63dfebb5fdcb40af8f171e69ed09940c,fa351efece47425ba14d1cc0a6a5e150
9a433619baf44e41901d180558f263a0,653f7efbb9514ce7b81d44070d6208c1,16,e9808514457049868e3f048aaf340163,db957ddfc923417297a1419a47feb254
1866c60ae91e43f09154bb56cda1cce5,653f7efbb9514ce7b81d44070d6208c1,30,b9425374cc9b4233a95dbc90af7b13fe,cf6059245b734a45b370b822f20eb21e
6f6da3251c4c4398b45e47aeb030682b,653f7efbb9514ce7b81d44070d6208c1,34,eb0dec6081714b3c813304cd67e6bda4,c0431403715346be80e814aa096518df
86ed8530809d4b1b8fbc53808f599339,fd69059b62a3469fbaef25340c0eab7f,26,c5774936c46742ce9ef427016bc3ac6e,cc543743b82146c49b99866ac47403b4
b43aaf61de5d48c3883291610b4dd555,85abebdccd4d46c7be428af5a6173947,21,9e41391c26644d40a61b35da6158c177,91fb558fd8994b05b1c655df89d09eb0
9e6d680cd81942f5acdfbb07254f8f45,909f1237d34a49d6bdd27c2fe4581d79,28,f12162a0b02e4b33847e4b39f4041653,be3be37faaef408696a481020316f69a
7d999b579e5d479b863d474094b9854b,1fa93b757fc74fb197cdd60001ad8abf,5,5446ffb0089d45eca0c5add94ae4b790,b7fbb2eb7cab415188b1fd532ea64243
1a4801eb72be4ab1aaf8ce3215349918,85abebdccd4d46c7be428af5a6173947,9,b46bc95412c941b9a8bfa1d5a9ddf194,cdb04472e3e44cb08292205f0b24bc28
783b8bd4b6954dc2a157ade706795a62,653f7efbb9514ce7b81d44070d6208c1,19,684af11e820b42af843d4e2b83e5b317,904b510be87c459a9e55d1705327f567
36f5c9f6981d4fbf8362a73577bbdcfe,653f7efbb9514ce7b81d44070d6208c1,35,ca72c87e4e4f48cbbca28640939a3f29,fab7787d45144f73acd11ee7b561186f
203a688b840844b8ae16a2b07967ffad,1fa93b757fc74fb197cdd60001ad8abf,23,0376de107ea948078c2009456e6e106e,2b3dbe56285041a99f07bb8ab4b15e2c
3e6c0b57de744733bcb0bb403b6c6bfc,063c5e7f638343d3a7230bc3641caf97,13,a52d15776f834cd6acdc0c57dda5be53,81b5b803d0d647ed902813b2e96cd4b2
60953504927c48eb99231e3c025c8eeb,85abebdccd4d46c7be428af5a6173947,14,e118741ce064486299eed079b2cd02d8,c83e6963d9c346af958aa30147e38934
a5077ed9360b4a3f9f0740baf8a4cbc9,85abebdccd4d46c7be428af5a6173947,4,46e994e4c57a47679e6f575c64193d0d,5c9eb6ac59c84fc58655db146fa1c1a9
aa3bf7a6025b43369a3cc8044bb031d9,85abebdccd4d46c7be428af5a6173947,20,ae916f38322e447a89a7a87145a990bc,56d4452e48264618838ac4a3912ca110
1bd7046189304e96a56fec366b341c11,85abebdccd4d46c7be428af5a6173947,11,4bf8c4c46e704ec9bb4833f00defc676,e112714a70d241aebaece1bccb41d5e9
15c72d99133e41dc98d0c16c32d24f2e,85abebdccd4d46c7be428af5a6173947,22,fa542d8cb3014d51b062b1d7df7dc499,e9c3432f51804dca963f8abc52727160
e859e74adc6740d0be67c9e23ed03dc8,1fa93b757fc74fb197cdd60001ad8abf,10,43052ae059ec4c2180a8e0a5775e7ae3,685a2beeb1404af492a1f3fe1036b899
be4d4a2f77b84dedbdd11c0a430db35f,85abebdccd4d46c7be428af5a6173947,28,413c06a1ae2446bf955af4a916142b8b,a9b11207e6c54c82aa96c1637c8d38a0
4192e942d0da4211a692a7c806bc5bfe,1fa93b757fc74fb197cdd60001ad8abf,20,532b14a4756340cd991b3ecca0df2d41,ecb45c29cded43bb9fa249ecb6cd769a
9a53abab867949e1b59144c44301df23,653f7efbb9514ce7b81d44070d6208c1,10,46499ed32e4941ab9f2481f2882758d9,25aa854ec6804f6da2d592327171439d
e030ecead0154a5fb2a3e1646467780d,85abebdccd4d46c7be428af5a6173947,16,37096287e1dd4365a8e7591b736e836f,35470cb31b944c09bd60f59dd820460b
b8177b00f30c4fb8b98dfd7354cda6d1,85abebdccd4d46c7be428af5a6173947,20,605db2e993474bf79f617aa35293df27,2e60f78c38144b5b818ed98c5ac602a9
ec2c1cc2410a4e259aa9c12756e1d6ec,85abebdccd4d46c7be428af5a6173947,1,088f09f5f23149e88f3a244a479f597c,088f09f5f23149e88f3a244a479f597c
d6c0208ab4474db088d24a36d6daa54c,85abebdccd4d46c7be428af5a6173947,17,fde98333a01e4c5b8dcd9d3b0fa8d3fd,d7683c26a88f479fada268a6bb1cdbcb
6dc52da189624a1fa4cc0ce3caf3ddd2,85abebdccd4d46c7be428af5a6173947,11,7e687cfd24a2498885fe2c8cd48c9f86,6c879694d2684d6591406bfd90065ba5
b0d0e9f13e7d439f85de1ec58379ff13,1fa93b757fc74fb197cdd60001ad8abf,17,54357d8bf7064b3bb8121b79db8ed27f,27dca6a8a19448fc856ba74917bda900
3377938bacc3493d87cf5a91d961de56,1fa93b757fc74fb197cdd60001ad8abf,12,95924a9190eb43d784099adfb1a958e6,96600bb82ee0460e9e01fa747899dca1
94b75e8d09164a0987fe4019643fefb5,1fa93b757fc74fb197cdd60001ad8abf,3,f9692ce56dea41518a0490efd674f56b,b65da4ee4e2d47648df82a19ce82ce5e
27a7104589f44c4191311477ef673845,85abebdccd4d46c7be428af5a6173947,8,0e16017360b343b5a0259dfb63322a23,d5629730a2b14f97b112ea86f31e9bd3
31cf67656bb7486293cf992bc285c225,85abebdccd4d46c7be428af5a6173947,1,1ee09876173d47098bbfd7873e56abd9,1ee09876173d47098bbfd7873e56abd9
12c1f51f9c284f3ea74dbdef151cf24b,fc95c87b806f48f8a1faea2dcc2222a4,16,b14a277311394eaa87887f5e36d7404f,f2ab289776df4720b442a9816f2bb173
2f33b1c171e243d3b211f14e5bda7af1,85abebdccd4d46c7be428af5a6173947,16,6f3125fda83c4897a75abc46024dbb54,e06e4cdd8f09446a9929e4ed53a4e78d
04485e189d4f40188b03da9ecbc36cd3,1fa93b757fc74fb197cdd60001ad8abf,10,a34bde223cfb4cb49a8c7860926cce83,57f9953ddbd7484985b1a6f8403f48ca
e045fa4da9e64d759fb780b20c707b3e,85abebdccd4d46c7be428af5a6173947,2,06615b130d4a4f949231a857952783ac,1ae79db45dd44f238c0af4009a5b1af6
d3d09f96441941fa801bf0d546a10efd,85abebdccd4d46c7be428af5a6173947,5,f78fcc9c5d37426d81decf38ec6bc0cc,210e8a6db794482a83d08021023dc2ac
079dd9af3dff4ea7a49dbe4b48f67fd4,85abebdccd4d46c7be428af5a6173947,1,51aae105eef24b81af2a8ca15beae168,51aae105eef24b81af2a8ca15beae168
1ceec1352e7c465697f4d1571c826c48,85abebdccd4d46c7be428af5a6173947,1,f9d1ddee9d074bc8a06417914af52efa,f9d1ddee9d074bc8a06417914af52efa
5bb450e5ff71404e8cd0f6cf854762a5,85abebdccd4d46c7be428af5a6173947,1,4c0a01bc28a342219aea118a2f8b4301,4c0a01bc28a342219aea118a2f8b4301
abaf911d71754f0d92cced21fc7fde23,653f7efbb9514ce7b81d44070d6208c1,1,71a52ba36f4644e4b1b3fc603a9236f9,71a52ba36f4644e4b1b3fc603a9236f9
2a80b29c0281435ca4893e158a281ce0,fd69059b62a3469fbaef25340c0eab7f,1,5049b74446b34579b2e32e7399a43b97,5049b74446b34579b2e32e7399a43b97
ab8d210d019b44abae3c4e0eee6ce8ba,1fa93b757fc74fb197cdd60001ad8abf,25,c0571ecf3f9a461db18a70f9a6883e4f,ede95c25b1354fc89ee592b3ff8d9380
3b19bb63d0924f4da3034819357d6c8b,1fa93b757fc74fb197cdd60001ad8abf,24,7381b60a2a9147518294969bf78412ec,da3d280eaf2a489b868dad83385b6ce0
77830a97d0ea4a8890cc590b9178d22a,85abebdccd4d46c7be428af5a6173947,5,3de4ecd84ee248df97770aeae0744495,b0bd7c18bc1346ddb6ca268a17eed7dc
63e58aab316d4496841c2b17d909a033,1fa93b757fc74fb197cdd60001ad8abf,9,f828f95bc1c249ebad0b9f28455a3466,ab304027e78d42c0b2faca0db644d86d
8ce4fe54af77467d90c840465f69677f,fd69059b62a3469fbaef25340c0eab7f,27,384b62794af74412affc7fa9dc2e052e,205bbfb4c905408c8be7f258d9645531
f4af7fd215ee47aa8b64bac0443d7be8,fd69059b62a3469fbaef25340c0eab7f,14,15632173f2444d8085860c9b819018da,591bc7fba8c4439e8cab3c0e2a83a92e
f2d9e6f194ee446eafc7a79fcb32994a,fd69059b62a3469fbaef25340c0eab7f,8,84f5cd207a524ff5a8b8f4ffaa37cc7d,acae8b33271843c0aae5e41c0b57ed06
afff27c4b3934c59837d2294137735d5,fd69059b62a3469fbaef25340c0eab7f,3,145dfc6637c446088ccdece610601cdc,975b42d2c0e54f28ba81b22c3317d265
68a40df2846e4298af0417ea12721b5c,1fa93b757fc74fb197cdd60001ad8abf,16,e912747998bb4485b44841c773d6ae7a,bb52b228d37c45109d82601887de3eb9
ab2c41511fd1408197b718a4bda692ac,1fa93b757fc74fb197cdd60001ad8abf,6,404c7efea9604c3dafb8ca94aa59cfa2,31576ebf91d245c0a00d2500252d90a1
8d950466246b4200b5cc5aef80c03524,85abebdccd4d46c7be428af5a6173947,2,898a84d348e2407499405d21ca06c329,f3abbd3156da4f9ba6af612cfece65e8
1639701819844f8b836fb7709c7f4dc6,1fa93b757fc74fb197cdd60001ad8abf,5,db137ae7dd674a2dae268fa9523dc6ba,80ef0b4ee1f94cbf9121a6e1956aebed
06509e54d29547119ed212877c7f310f,d772e4bae20f493f98e15a76518b31d7,19,9cb1952c13da468cb6121a286aec70af,7f0c8d5bc00f4dd28d41bd421a9ea26b
a14ab89288b74328b8a0721829f612ab,1fa93b757fc74fb197cdd60001ad8abf,20,92238ce0e043414cb4af30be732c8793,8c2b9852d4fd42318d9d9b933a0584ab
58ead1aad9b544b4b8126d8723f2764f,fd69059b62a3469fbaef25340c0eab7f,2,5bb0de6bd921428cb2507f034397ed99,a20f850827a04f9380da0bb3042a17bf
c560085506544941af6f891d8a23a6e1,fc95c87b806f48f8a1faea2dcc2222a4,3,59cfe8f1c1a2471da807a05f8294c7fd,bd7c6de24d924969850ee244cc4ac67b
fa107c6dd0dc4d15b94b86cbf5b990c0,1fa93b757fc74fb197cdd60001ad8abf,26,cfc30e8bba1d43b3a32e8292adc4e7fc,631dde8452f64a039a60fdf076a1c398
996d9e039f7a4838ac48d5409ca89732,1fa93b757fc74fb197cdd60001ad8abf,36,723a16467b2d4ac2bc8d2052c908a858,0c8e152031004c32bab8c20ad6e75f8a
c6439c068e7045898c3a4ef0a96dea45,b1c6de4c57f14a5383d9f963fbdcb5cb,12,508cc05ca40741e2b3bed860268c8f49,26371635189548be927ab5ccf12d72db
9e5f09bc19cd473dae219194ada64f3d,fd69059b62a3469fbaef25340c0eab7f,21,25741eb58b4341cdb6e3894d06fa9d0f,2bbdc3d1b6224428b4f41c129bd1aaa3
f5c0c1968ef0486cb3183e521841352f,fd69059b62a3469fbaef25340c0eab7f,21,c6ddef6638ee4610b07cf0189abd689b,afc9790e2a424475a16839fb79f48265
e561b60694dc4514b6dddcfc5a5b6a90,fd69059b62a3469fbaef25340c0eab7f,16,5f0753b774d4471cbb2b4a4857f07bbb,14f93e5fd1d34d6d9f2b3bec5e46691d
4bee849ae27b40a684321dbc6f780872,dfd26f200ade4d24b540184e16050022,6,5df5a87528a946d3bd13bb5b110de61a,3edd97df8cfa462497a9eb6ba296cf9d
c283b224a9984736bff67a2f347866fa,fd69059b62a3469fbaef25340c0eab7f,12,aac73ca93415480bace117bd91ff1030,20337400bbce4d50a876b527ab00e387
f1010738ac3a4f56b936fa3a077571b5,1fa93b757fc74fb197cdd60001ad8abf,32,9f25397ce03a4018bfd5a76e65a0d3c2,4a3bc065f44848dca694d3ff6fa4b5c4
3c7331d16ac6439e9bd5a57d75976446,b1c6de4c57f14a5383d9f963fbdcb5cb,26,ac8fe30dfaf94571b2eedd79a136fc6b,165a0cfbda42477da22c1ef431b8d42a
a6ca1e8c4eee458cb4981e02f58c954f,fd69059b62a3469fbaef25340c0eab7f,16,ef0ee1f0df7c40ef8f891b42f35e3e99,a28c87a3b3624458b52dc096793a40d3
898c8b3c29d64d80806dd5e5fc6c02d3,fd69059b62a3469fbaef25340c0eab7f,7,e51cfad3d8404dc29aecba749f61de46,5de457139f8145aea19d6635d74d8f80
19f5d51759454803ae8bbc45bfb92737,fd69059b62a3469fbaef25340c0eab7f,10,b3286ce630e44da4b0718245891e1142,d373e5fb97d14bbabb17f5b77dcd9c06
aa8f809da9ce441ab1b01fac18e6f97b,fd69059b62a3469fbaef25340c0eab7f,2,d2d6f46fec2c4f50b228d67b5d67c702,27ef239740a048289c73a1aa27ea9c62
ead6a822f86c432481c0a9d2e4e4f827,1fa93b757fc74fb197cdd60001ad8abf,22,7603b030b42a4b1caa8c443ccc1a7d52,3c853a29c4b14699a451e690e514bae5
dc762bf1bc694d3e8141bf592f9b1456,fd69059b62a3469fbaef25340c0eab7f,26,71cbaa6a12454e6f829e96497ab5a14e,865ce2f95c5d4541b958eb9932556372
91631b130dc54b14ade9b445e2a0e245,1fa93b757fc74fb197cdd60001ad8abf,5,35a14ae2f89d42bea252e9ed58405799,808a89301f5546d999f0d79a2f2028d4
e73ba8faf67d40c8b6b653489393ef8b,fd69059b62a3469fbaef25340c0eab7f,31,bd5810603e844c29a36bb896127a566e,7a664ac407214b049dc07b04b708239a
99fbf1b9bf474215a4e8ad562bb7e9b2,1fa93b757fc74fb197cdd60001ad8abf,38,0fa89bf4cb7b4a0a9ea2b00b1e66621f,0e815515a347424b91ea6dfb812af1c6
68dbf490d231446f92fa7dbd366c8b93,fd69059b62a3469fbaef25340c0eab7f,23,e4f26ba4b7cc4d2da9400141f710d7f4,f1ea1a7d38f345ca9cd52878a3a8515a
713b6bedc51f4d1b9802a13aec39aaf3,fd69059b62a3469fbaef25340c0eab7f,17,60f5d41a81ea4ec49bbe8205ec45df2d,b1ba5d0c05ef47f2a19c6086bd1af4c5
200c440c0e9b4627ad4f3047227016a2,fd69059b62a3469fbaef25340c0eab7f,38,4495eaa0fa754de08c2b77e399e4e47a,988d86ce21344c9c9ae6565ed9045182
007842c92eaf4351b5a9678f7e7094f3,fd69059b62a3469fbaef25340c0eab7f,6,91e8fafc597346cc9cdc3720a836f1f4,ba7b070e22e247988e419bbbecbd33b0
5dd3f11916924b7cb93687c10c7c83b6,1fa93b757fc74fb197cdd60001ad8abf,18,86a6bae6fad840a99c4882cc805978f7,90177323cfd9455b869d53c49a0299a7
6310d2eb7ac5486bac39521bef6a4584,1fa93b757fc74fb197cdd60001ad8abf,4,a12256ce75794650bfc9b3dc8aee9f66,2f62c97ff78148d98318ef8f3aa601c7
e05f1d3101b743d6a011afbe3b0fd006,85abebdccd4d46c7be428af5a6173947,1,584c65b9243049959c47fd596721da3e,584c65b9243049959c47fd596721da3e
4ce8f37952ad4203b1f5b23c728fb2e6,1fa93b757fc74fb197cdd60001ad8abf,18,78e8712f332f475baef9c6925a2e0aa6,cc7349b391e640cfb50f63c3580958d4
1f8d7e8410ed435da374688590a13b0a,fd69059b62a3469fbaef25340c0eab7f,20,080a8ea18b0145aa8fae32d811ce1495,bd31e0c921e94a1d872eb67c3f934434
7328a1bef88b4e84aa2ee0d837effd8d,fd69059b62a3469fbaef25340c0eab7f,8,cc6ca2823f724fe28aafb99a84f812dd,2c0e670f0e07410c8c39f9bb4c03653e
71cb36c9a35343b7961454d5c3695a9f,fd69059b62a3469fbaef25340c0eab7f,2,cd87d663a41d4afaa17f6c3bddef94ce,16bdcc3ab98e4da9ab4ecae4e0106382
6e71a9ceaf9a4974a1d07a2bd3544506,1fa93b757fc74fb197cdd60001ad8abf,39,a094511594c64d46bf8ed93e5ea894cf,91ba43284fff40bd802c450cab0bc9c0
58d65f4a470a40f887ab278ef660191c,1fa93b757fc74fb197cdd60001ad8abf,3,276e8f70ae4845c8931ab3ac8d0d9b27,d67b3638b3c34c32aab7e6d006a8688c
dce1fda2d70945c792dcc27074ec6aa9,fd69059b62a3469fbaef25340c0eab7f,36,9fec083858f94a908f2958e46fb048ea,6bf2aa710ebb4bdca65e2e5be9ae1af8
185cc5e6132e4e8facb2d0c9fadea0d4,b1c6de4c57f14a5383d9f963fbdcb5cb,4,014d6bd5b6fd41789801305f8e83ad44,b100839fc87e4e71b00fdee69cc77ecc
84d4bf98117e477dae6b51bf1bf5c8bb,1fa93b757fc74fb197cdd60001ad8abf,20,c62ea4d22c154123acebe8b12b57c2d7,4759ad9e7ff64f5a820ddea66aa22596
26a4275a140b423bbcc951a5523ff719,1fa93b757fc74fb197cdd60001ad8abf,4,60f0419d451f436aae6eb9fb480c1fd4,96b205ef7eca4099a52fa74721b8b0a0
2a42fd0e123c455fbaeb1c5f03dba0b2,fd69059b62a3469fbaef25340c0eab7f,23,9d8a365e34e8490b93a69685e2a2359b,24df0cb151004057a932dc7d64de6ce7
34aaf645a4174c6c8ff1874e6b33ccf6,1fa93b757fc74fb197cdd60001ad8abf,36,5d26fc16931b410897dc379865a39ed4,248882a325e642f28f31243ebe131f1f
f3995943006145ca8a7bc375527f0aba,fd69059b62a3469fbaef25340c0eab7f,16,a977de149680431ca2c0c462132db5e2,105ff35e670f41968158ddec8e48d1c7
608f6c85cd524242bc9d299c0a954f69,1fa93b757fc74fb197cdd60001ad8abf,9,d9e583834ffa4874bfb1031be4368209,72f2436eac2942f8b9390cc6e6e9ea77
abdeb2ae1d884b4dbd6f38f699d453bd,1fa93b757fc74fb197cdd60001ad8abf,7,7b1a7f38b76c48c4a8f159cc404f3f87,da658810bfe64358b77ea6192f8a68b1
2cc84e32d40647b185276f8d7baf5322,fd69059b62a3469fbaef25340c0eab7f,6,b4998f18e4f646be96777afd3738af60,d303ce5689ce4bb587dfb2dbb4c7a1b5
d0f5aace57684923b8a44b554b006fb2,fd69059b62a3469fbaef25340c0eab7f,37,2cbf6571e16147d8b39756987642816e,1625426c7b874664bc6420b701f06a69
62cd175b56cf4caa887eaf3462ccde5a,85abebdccd4d46c7be428af5a6173947,17,b46e224e9c0b471995015be747320ddf,4e42f788c584495aaa1c235df9206215
6f1f46b67f3d430cbf417e750fcec3c7,fd69059b62a3469fbaef25340c0eab7f,1,0a9b632f51df49fd99d50f22b9203bc7,0a9b632f51df49fd99d50f22b9203bc7
bd1c40bd2810476f8d04fd09bdead8ba,1fa93b757fc74fb197cdd60001ad8abf,6,ab2731d3342e41b2870d44b439b93b7c,86d731bf3eb442ac905ab7db2b68c752
c1fe224b76cc49e294847788c443e470,1fa93b757fc74fb197cdd60001ad8abf,18,1732edf46e664d258d6c047e18237d2d,1021c56f98a24db886f8bc4598302375
84755505e70547af890aff9db860f692,fd69059b62a3469fbaef25340c0eab7f,28,9b1f7675e7a5458ebf383febdac138f9,8cea4b3dba5244fc88168e90b22dcfd8
349232409f354033b215b5e37c3312ab,fd69059b62a3469fbaef25340c0eab7f,20,77cdedc34c0e4306941a6dcc1a229293,35f4e53cc2f8420e8646d461bce81456
f7f666bf92c049bea8fabc42a8831005,fd69059b62a3469fbaef25340c0eab7f,20,6854318fa61a40d5922a396ddd048c24,d06bd613440741f4b6768e7d06f3ad13
ba7ec913a8d8494e98ff60579a32acce,fd69059b62a3469fbaef25340c0eab7f,1,d393f57b938b4117b59c4cf2c292f613,d393f57b938b4117b59c4cf2c292f613
b9df4a8540da4a3a94d7911ead8c1bc8,fd69059b62a3469fbaef25340c0eab7f,10,b3d888e21e0949c8a34b830893eaf0ca,d3c894e848184279a68c2ddd18d88642
5cba59926dd04bcfaf994ab682e07460,fd69059b62a3469fbaef25340c0eab7f,1,17d731e315014c64a9276e72be9bd056,17d731e315014c64a9276e72be9bd056
ab820b691d3446ea889a70cd429cd931,fd69059b62a3469fbaef25340c0eab7f,4,4a70062c1a8545c9a8eba74552124949,0c21644e56cc4114b921719699cbbee7
b3412553d70f40b3a1d19a0eb8529a08,1fa93b757fc74fb197cdd60001ad8abf,35,6eb36da411e94447978f45dd93d72e3d,d3926aa0ec334f08b391ce10997ed730
72137291381349428afb1038d4e5898c,1fa93b757fc74fb197cdd60001ad8abf,36,d7de3c5643264508891ac5345a3860dc,17d3c96a5a40435a913fcba86fb7b70e
ad2ae385245f46d49b4d06f87e2ac544,1fa93b757fc74fb197cdd60001ad8abf,30,f4e0710ff49a4e03b16142fb132966f5,56c98d77b7b84889b70785107fadfe2b
06ff24b7f1e8479b934f1b74348028bc,fd69059b62a3469fbaef25340c0eab7f,33,405f49497dd34ab4860a4661ccb6ee83,ca1e51e587f54d088d9ae1b5fbe89206
cb86f2447f29425caf2e03d1ce092311,1fa93b757fc74fb197cdd60001ad8abf,4,e9cc9bb74c734524a501a622479a464f,30b1a744bfbd4b87bb778a4f05cbd192
96c353e8f14d4a63ba2b844d43cffc42,fd69059b62a3469fbaef25340c0eab7f,23,b4703d83f34b4992bd521861df9acc8c,3e5efaae16c6460aa391574036fdd2f8
eaaf60765ee8478f8e0bd4942571c6fb,fd69059b62a3469fbaef25340c0eab7f,39,a09b7671935a4458893a1d3ae953ccb1,62c3f91b07a34af0938870362e586db5
802bbdc22d21477f8803a39a5e7e98bf,fd69059b62a3469fbaef25340c0eab7f,8,3eef07d5639141c1a6fc7a857df8b6b3,7d9ae4a7e55e40adbb040569a2651fa4
bfe685042aa34ab7b2b2f24ee0f1645f,0a30519ee16a4619b4f4acfe2d78fb55,36,ad03c7baa60044de94913f1d86471148,eb14691c24fa42fe9b54a2ed62836b63
ebb251e1e8b144c697dc28c22bb44b13,fd69059b62a3469fbaef25340c0eab7f,6,dfbe19c2df3a40b5bf176798a9c4dd18,aefa484c3e754c20adfe1ccd70d0beb0
c7bb896c68f748c9b735ca9df26435de,fd69059b62a3469fbaef25340c0eab7f,5,5f22a97d6ac0415991f6626e4b142620,90d834e5e52f4fcfa2dc8e69689baf17
383bd619cf7e400bb7a8a2370e7c5889,fc95c87b806f48f8a1faea2dcc2222a4,1,a29043743cde4a94ad89af55deae25aa,a29043743cde4a94ad89af55deae25aa
377df4ee88ec46c9be892080557263f6,fd69059b62a3469fbaef25340c0eab7f,24,71003d78219e4f3d9112afddbb11b6f2,675c5d1eb0b143679f1181f6568bb9e5
2a8a8fc65dc54eeb9e2e161bfa3af0c1,1fa93b757fc74fb197cdd60001ad8abf,17,1a272ff5c3fd4633b0a644a6bff6eb9c,e19afc49ca74412a83bc49806e75d27e
